Gene,Alpha,Beta,EMD_Bursty,EMD_OT,Delta_EMD,OT_difficulty
Pou5f1,0.33333334,0.6666666,0.33038900140045285,0.3096127549387637,-0.02077624646168913,1.590911422269934
Sox2,0.33333334,0.6666666,1.3906666243406824,1.703697884844816,0.31303126050413366,14.482833256396889
Esrrb,0.33333334,0.6666666,0.6628291494067741,0.45535771435222294,-0.20747143505455112,4.122695799353546
Dppa3,0.33333334,0.6666666,0.06611968829184342,0.055942509673852836,-0.010177178617990584,0.09663025080781242
Zfp42,0.33333334,0.6666666,6.681915389255147,3.9342119810305163,-2.747703408224631,22.309996409701974
Jarid2,0.33333334,0.6666666,3.067074207335991,2.8439731168717928,-0.22310109046419813,16.542616812841114
Klf2,0.33333334,0.6666666,0.2880684324118031,0.15069098949695844,-0.13737744291484463,1.7182951223264085
Klf4,0.33333334,0.6666666,1.4297315405184217,0.8667277646853597,-0.5630037758330619,1.3729189106015232
Nr0b1,0.33333334,0.6666666,0.5543539438150106,0.4960140816385965,-0.05833986217641407,4.04509411704349
Fgf4,0.33333334,0.6666666,0.08669518436403713,0.11215850571703012,0.025463321352992993,1.1097809919474138
Zic2,0.33333334,0.6666666,0.07416717370063322,0.045107794361525,-0.029059379339108224,0.20804226291223762
Zic3,0.33333334,0.6666666,0.19746589401032968,0.2532600157109213,0.05579412170059164,3.1772888136632793
Dppa2,0.33333334,0.6666666,1.463946523254021,0.745730412266176,-0.718216110987845,1.8587680155918886
Dppa4,0.33333334,0.6666666,0.3408629584024946,0.22344709202524948,-0.1174158663772451,0.12428578755705495
Dnmt3a,0.33333334,0.6666666,0.4196792718727528,0.6695790055570274,0.24989973368427465,2.9432425501359147
Dnmt3b,0.33333334,0.6666666,0.5713797867243646,1.1455820313636613,0.5742022446392967,1.1079961019644027
Fgf5,0.33333334,0.6666666,0.024017340989928002,0.02196037357074271,-0.002056967419185294,0.0032620403138939225
Pou3f1,0.33333334,0.6666666,0.06052195138723999,0.06052195164528223,2.5804224035308465e-10,0.008955223880596481
Cer1,0.33333334,0.6666666,0.00720956612498987,0.0072095662040673435,7.907747373581131e-11,0.00597014925373081
Wnt8a,0.33333334,0.6666666,0.0018503970975826364,0.0018503971371213726,3.953873621738435e-11,0.002985074626865138
Cd24a,0.33333334,0.6666666,0.0948881273972548,0.12768904017922048,0.032800912781965674,0.16674360157972698
Sox1,0.33333334,0.6666666,0.015047567205153694,0.019193506153443292,0.004145938948289598,0.08907011335077186
Hoxb2,0.33333334,0.6666666,0.018905470442416136,0.02266445550027642,0.0037589850578602854,0.042591167871980286
Meis1,0.33333334,0.6666666,0.01991213290495289,0.022565534898606333,0.002653401993653444,0.023778017130840618
Nes,0.33333334,0.6666666,0.05508131886696673,0.05419685199732299,-0.0008844668696437394,0.06983638508488384
Ascl1,0.33333334,0.6666666,0.0,0.0,0.0,0.0
Pax6,0.33333334,0.6666666,0.12422679941730157,0.08176660556864797,-0.0424601938486536,0.41924398625429515
Sox11,0.33333334,0.6666666,0.13592563428142654,0.11746239562421737,-0.01846323865720917,0.06296353285120523
Hoxa1,0.33333334,0.6666666,0.0357568824809053,0.03940531261819555,0.0036484301372902497,0.3883161512027488
Sox9,0.33333334,0.6666666,0.1052631578947357,0.1052631578947357,0.0,0.0
Cdh2,0.33333334,0.6666666,0.17079512742350964,0.18004422332780465,0.009249095904295013,0.15280299533261518
Pdgfra,0.33333334,0.6666666,0.008070756540303755,0.007186290768380323,-0.0008844657719234324,0.008955223880596481
Fst,0.33333334,0.6666666,0.027025689989963825,0.025864827907247194,-0.0011608620827166308,0.05220290301071537
Sparc,0.33333334,0.6666666,0.37228766999272866,0.33999010793983425,-0.03229756205289441,10.669374775605835
Col4a2,0.33333334,0.6666666,0.025201478521511,0.024229728550231065,-0.0009717499712799359,0.00506744627378518
Gata4,0.33333334,0.6666666,0.0,0.0,0.0,0.0
Gata6,0.33333334,0.6666666,0.011259490637564136,0.012958598818771613,0.0016991081812074774,0.022423962660922173
Sox17,0.33333334,0.6666666,0.0027639577670806464,0.0021006080707573244,-0.0006633496963233221,0.0004513514899728145
Krt8,0.33333334,0.6666666,0.057115003037056175,0.06341683395886054,0.006301830921804363,0.05914756116325481
Lamb1,0.33333334,0.6666666,0.012810218376771536,0.011981030519915042,-0.0008291878568564941,0.042068010463147135
Dab2,0.33333334,0.6666666,0.002836693748031857,0.0025602979255767815,-0.0002763958224550754,0.005518797763757995
