Gene,Alpha,Beta,EMD_Bursty,EMD_OT,Delta_EMD,OT_difficulty
Pou5f1,0.5,0.5,0.33285910129199126,0.35235620816128455,0.01949710686929329,4.81807812945536
Sox2,0.5,0.5,0.7101223996051212,0.35378048055512035,-0.3563419190500009,1.6692877980302991
Esrrb,0.5,0.5,0.03856434243426449,0.0367554601987355,-0.00180888223552899,0.26143317760084117
Dppa3,0.5,0.5,0.002245508982035927,0.002245508982035927,0.0,0.008982035928143652
Zfp42,0.5,0.5,0.2728387989364253,0.35065991662883034,0.07782111769240502,2.938891447873477
Jarid2,0.5,0.5,0.4193573592886277,1.0846094363619525,0.6652520770733248,3.973382904520603
Klf2,0.5,0.5,0.0773736822384113,0.08910022914459881,0.011726546906187504,0.3185058454519518
Klf4,0.5,0.5,0.08672028686309523,0.06524563688507398,-0.021474649978021246,0.15953806672369447
Nr0b1,0.5,0.5,0.054640718562874314,0.054640718562874314,0.0,0.21856287425149595
Fgf4,0.5,0.5,0.08383233532934115,0.08383233532934115,0.0,0.3353293413173645
Zic2,0.5,0.5,0.11531855062438172,0.17586735374017382,0.060548803115792096,0.1284793051260107
Zic3,0.5,0.5,0.10470079696203095,0.06934821692355336,-0.03535258003847759,0.8938606303875731
Dppa2,0.5,0.5,0.1799892993795845,0.21085739171477103,0.03086809233518653,5.298984448685028
Dppa4,0.5,0.5,0.08405886782391747,0.07301619684818074,-0.011042670975736732,1.1068193283762031
Dnmt3a,0.5,0.5,0.5440589939255067,0.8751792443993187,0.331120250473812,6.857482836524723
Dnmt3b,0.5,0.5,0.2454740789179749,0.16057325781649917,-0.08490082110147573,3.98588537211289
Fgf5,0.5,0.5,0.018962075848303457,0.017215568862275467,-0.0017465069860279903,0.030005922221491076
Pou3f1,0.5,0.5,0.2864712812641817,0.2305875613394125,-0.055883719924769204,0.17718409335175733
Cer1,0.5,0.5,0.007782719759037702,0.009217350497560655,0.001434630738522953,0.026979009014937154
Wnt8a,0.5,0.5,0.017122568941538623,0.017871071935550608,0.0007485029940119854,0.06185431335131892
Cd24a,0.5,0.5,0.7028136867060013,0.48991254854909083,-0.21290113815691047,2.080289969511526
Sox1,0.5,0.5,0.47420029075422004,0.3547422303407548,-0.11945806041346524,0.4271786098133404
Hoxb2,0.5,0.5,0.342666201892236,0.16286875707069415,-0.17979744482154186,0.11770963567370794
Meis1,0.5,0.5,0.050648702594811225,0.05451484215684229,0.003866139562031065,0.9032484481586275
Nes,0.5,0.5,0.07756643752206642,0.058509109938966776,-0.019057327583099644,0.3823890680178107
Ascl1,0.5,0.5,0.0036101083032489202,0.0036101083032489202,0.0,0.0
Pax6,0.5,0.5,0.4181720043667086,0.4711646202180388,0.052992615851330194,2.3727270733258745
Sox11,0.5,0.5,0.2735352850256144,0.13127490506351672,-0.1422603799620977,0.7619924985194441
Hoxa1,0.5,0.5,0.3526180941366221,0.23317602160300074,-0.11944207253362135,0.7775109122414511
Sox9,0.5,0.5,0.005676147704590812,0.005925648702594804,0.00024950099800399167,0.012326994362922505
Cdh2,0.5,0.5,0.0951231562146458,0.10219452791168536,0.007071371697039558,2.3083393652255935
Pdgfra,0.5,0.5,0.0816852306217888,0.08372830151970413,0.0020430708979153334,0.3348687240902813
Fst,0.5,0.5,0.01883732534930142,0.023842657644998988,0.005005332295697568,0.10157706564892201
Sparc,0.5,0.5,1.9053278821418698,2.9820147610915604,1.0766868789496906,23.268934658156223
Col4a2,0.5,0.5,0.33082278583626595,0.3596345215705758,0.02881173573430984,3.3027351889627328
Gata4,0.5,0.5,0.06087824351297423,0.06175149700598806,0.0008732534930138286,0.1602180254874865
Gata6,0.5,0.5,0.14841683960598875,0.15528352140484575,0.006866681798856994,0.59085126450395
Sox17,0.5,0.5,0.09725720040064252,0.14760821317653552,0.050351012775893,0.28393761926696065
Krt8,0.5,0.5,0.2320210661709033,0.24620321631105588,0.014182150140152588,0.6802110065583121
Lamb1,0.5,0.5,0.11255332295697242,0.24554478587950687,0.13299146292253444,3.9167708538966015
Dab2,0.5,0.5,0.3140240277567601,0.3554477236861993,0.04142369592943923,3.273464060889211
