Gene,Alpha,Beta,EMD_Bursty,EMD_OT,Delta_EMD,OT_difficulty
Pou5f1,0.5,0.5,0.8313686923494548,0.35065638753240724,-0.4807123048170475,0.5225548902195607
Sox2,0.5,0.5,1.0935453969976443,1.1680291794778739,0.07448378248022958,2.384630738522952
Esrrb,0.5,0.5,0.3193087960450878,0.2058291131609046,-0.11347968288418317,3.6863325979619708
Dppa3,0.5,0.5,0.09169153553988078,0.09059504431181056,-0.0010964912280702205,0.008561823720979135
Zfp42,0.5,0.5,2.7874743775246,1.3011190992946635,-1.4863552782299365,32.555310431768156
Jarid2,0.5,0.5,2.240099927654207,1.7768169349490213,-0.4632829927051858,3.604275659207898
Klf2,0.5,0.5,0.1500459697353345,0.10109046241032253,-0.04895550732501196,0.7847883181006402
Klf4,0.5,0.5,0.14993368300476206,0.09936245252306204,-0.05057123048170002,3.971394053997268
Nr0b1,0.5,0.5,0.30367381081569433,0.3625859106529122,0.058912099837217846,1.5903456245403922
Fgf4,0.5,0.5,0.24267423283293768,0.17165777416048594,-0.07101645867245174,0.5917008089084987
Zic2,0.5,0.5,0.10550054259359877,0.06959968650147613,-0.03590085609212264,0.1846517491333105
Zic3,0.5,0.5,0.34403297763308144,0.14226502682823866,-0.20176795080484278,0.29368631158735153
Dppa2,0.5,0.5,1.5925513956713389,0.5158912099837094,-1.0766601856876294,0.7946422943586514
Dppa4,0.5,0.5,0.20253210345450845,0.1354517091698326,-0.06708039428467585,0.3596386175018363
Dnmt3a,0.5,0.5,0.9525260746367876,0.5547371435461564,-0.3977889310906312,5.397279125958586
Dnmt3b,0.5,0.5,1.656817839271748,0.6883425272804155,-0.9684753119913326,3.6348460972791106
Fgf5,0.5,0.5,0.015716374269005733,0.014546783625730886,-0.0011695906432748465,0.013194663304969047
Pou3f1,0.5,0.5,0.1086988304093566,0.15073099415204394,0.04203216374268734,0.17533354343943625
Cer1,0.5,0.5,0.0049707602339180545,0.0040204678362572395,-0.000950292397660815,0.004538291837377918
Wnt8a,0.5,0.5,0.02054093567251434,0.023318713450291736,0.0027777777777773967,0.07330601953986736
Cd24a,0.5,0.5,0.07976879483933254,0.0777928498221499,-0.001975945017182637,0.12092656791679768
Sox1,0.5,0.5,0.042545366853560536,0.03721287755471238,-0.005332489298848157,0.1719193192562239
Hoxb2,0.5,0.5,0.18784062820280573,0.2031184059805836,0.015277777777777862,1.4341317365269444
Meis1,0.5,0.5,0.032020558268523916,0.033848797250859014,0.001828238982335098,0.16312637882130446
Nes,0.5,0.5,0.022657804304575563,0.022146108398142197,-0.0005116959064333654,0.060773190461182916
Ascl1,0.5,0.5,0.0,0.0,0.0,0.0
Pax6,0.5,0.5,0.17284921926810118,0.17155076264544475,-0.0012984566226564298,0.11194453198865384
Sox11,0.5,0.5,0.1839776632302369,0.24428015916078044,0.06030249593054354,0.2594390167034345
Hoxa1,0.5,0.5,0.08386010128414065,0.06213977813950794,-0.02172032314463271,0.5407815947053252
Sox9,0.5,0.5,0.028143274853800155,0.028143274853800148,-6.938893903907228e-18,0.07326399831915117
Cdh2,0.5,0.5,0.2882279797431723,0.2679055887140531,-0.020322391029119202,0.04140140771089397
Pdgfra,0.5,0.5,0.016739766081871256,0.01673976608187068,-5.759281940243e-16,0.19161676646706383
Fst,0.5,0.5,0.009573762585156678,0.010304756737203468,0.0007309941520467905,0.04065553104317681
Sparc,0.5,0.5,0.6244724784469696,0.9962824802555995,0.3718100018086299,0.6416220191196551
Col4a2,0.5,0.5,0.01205989630433433,0.012717791041176442,0.0006578947368421108,0.020443323878558763
Gata4,0.5,0.5,0.0024853801169589904,0.002046783625730923,-0.0004385964912280672,0.00898203592814367
Gata6,0.5,0.5,0.17250557665639962,0.21585352987277157,0.04334795321637194,1.6464229435864977
Sox17,0.5,0.5,0.023171007415445175,0.023171007415445217,4.163336342344337e-17,0.11976047904191581
Krt8,0.5,0.5,0.12129604509555714,0.12144224392596685,0.00014619883040971338,0.04533039184788298
Lamb1,0.5,0.5,0.12038569361547993,0.14567809127629877,0.02529239766081884,0.5878033406870448
Dab2,0.5,0.5,0.005482456140350803,0.006505847953216294,0.0010233918128654904,0.025916587876877617
